ID,IP,DATATIME,TOTALUSAGE
"6632625","102.200.218.193","2023-01-22 10:43",0.73
"6632626","102.200.218.193","2023-01-22 10:25",0.75
"6632627","102.200.218.193","2023-01-22 09:46",0.97
"6632628","102.200.218.193","2023-01-22 09:07",0.71
"6632629","102.200.218.193","2023-01-22 08:28",0.86
"6632630","102.200.218.193","2023-01-22 07:48",0.88
"6632631","102.200.218.193","2023-01-21 20:11",0.78
"6632632","102.200.218.193","2023-01-21 19:32",0.93
"6632633","102.200.218.193","2023-01-21 18:53",0.98
"6632634","102.200.218.193","2023-01-21 18:14",1.04
"6632635","102.200.218.193","2023-01-21 17:33",0.83
"6632636","102.200.218.193","2023-01-10 19:30",8.14
"6632637","102.200.218.193","2023-01-10 19:29",8.23
"6632638","102.200.218.193","2023-01-10 19:28",8.16
"6632639","102.200.218.193","2023-01-10 19:27",7.32
"6632640","102.200.218.193","2023-01-10 19:26",7.7
"6632641","102.200.218.193","2023-01-10 19:25",7.48
"6632642","102.200.218.193","2023-01-10 19:24",7.64
"6632643","102.200.218.193","2023-01-10 19:23",7.83
"6632644","102.200.218.193","2023-01-10 19:22",9.12
"6632645","102.200.218.193","2023-01-10 19:21",8.88
"6632646","102.200.218.193","2023-01-10 19:20",9.02
"6632647","102.200.218.193","2023-01-10 19:19",9.08
"6632648","102.200.218.193","2023-01-10 19:18",11.02
"6632649","102.200.218.193","2023-01-10 19:17",11.9
"6632650","102.200.218.193","2023-01-10 19:16",7.4
"6632651","102.200.218.193","2023-01-10 19:15",7
"6632652","102.200.218.193","2023-01-10 19:14",7.15
"6632653","102.200.218.193","2023-01-10 19:13",7.07
"6632654","102.200.218.193","2023-01-27 02:27",0.77
"6632655","102.200.218.193","2023-01-26 23:40",0.96
"6632656","102.200.218.193","2023-01-26 20:50",1
"6632657","102.200.218.193","2023-01-26 20:43",0.73
"6632658","102.200.218.193","2023-01-26 17:59",0.73
"6632659","102.200.218.193","2023-01-26 17:52",0.99
"6632660","102.200.218.193","2023-01-27 11:09",0.76
"6632661","102.200.218.193","2023-01-27 11:02",0.93
"6632662","102.200.218.193","2023-01-27 08:17",0.74
"6632663","102.200.218.193","2023-01-27 08:10",0.96
"6632664","102.200.218.193","2023-01-27 05:25",0.84
"6632665","102.200.218.193","2023-01-27 05:18",1.04
"6632666","102.200.218.193","2023-01-25 19:02",0.92
"6632667","102.200.218.193","2023-01-25 18:55",1
"6632668","102.200.218.193","2023-01-26 15:06",0.9
"6632669","102.200.218.193","2023-01-26 14:58",0.91
"6632670","102.200.218.193","2023-01-26 12:13",0.7
"6632671","102.200.218.193","2023-01-26 09:22",0.95
"6632672","102.200.218.193","2023-01-26 09:15",0.83
"6632673","102.200.218.193","2023-01-26 06:28",0.92
"6632674","102.200.218.193","2023-01-26 03:40",0.95
"6632675","102.200.218.193","2023-01-26 03:32",0.98
"6632676","102.200.218.193","2023-01-26 00:46",0.89
"6632677","102.200.218.193","2023-01-26 00:38",0.86
"6632678","102.200.218.193","2023-01-25 21:53",0.73
"6632679","102.200.218.193","2023-01-25 21:46",0.86
"6632680","102.200.218.193","2023-01-25 07:34",0.96
"6632681","102.200.218.193","2023-01-25 07:27",0.72
"6632682","102.200.218.193","2023-01-25 04:42",0.91
"6632683","102.200.218.193","2023-01-25 04:34",2.26
"6632684","102.200.218.193","2023-01-25 01:50",1.42
"6632685","102.200.218.193","2023-01-25 01:43",0.7
"6632686","102.200.218.193","2023-01-24 22:59",0.75
"6632687","102.200.218.193","2023-01-24 22:52",0.89
"6632688","102.200.218.193","2023-01-25 16:09",0.83
"6632689","102.200.218.193","2023-01-25 16:02",0.88
"6632690","102.200.218.193","2023-01-25 13:18",0.9
"6632691","102.200.218.193","2023-01-25 13:10",1
"6632692","102.200.218.193","2023-01-25 10:26",0.98
"6632693","102.200.218.193","2023-01-25 10:19",0.81
"6632694","102.200.218.193","2023-01-23 23:56",0.88
"6632695","102.200.218.193","2023-01-24 20:06",0.95
"6632696","102.200.218.193","2023-01-24 19:59",0.72
"6632697","102.200.218.193","2023-01-24 17:14",0.93
"6632698","102.200.218.193","2023-01-24 17:07",0.72
"6632699","102.200.218.193","2023-01-24 14:20",1
"6632700","102.200.218.193","2023-01-24 11:30",1.06
"6632701","102.200.218.193","2023-01-24 11:23",0.7
"6632702","102.200.218.193","2023-01-24 08:37",0.87
"6632703","102.200.218.193","2023-01-24 08:30",1.02
"6632704","102.200.218.193","2023-01-24 05:46",0.85
"6632705","102.200.218.193","2023-01-24 05:39",0.76
"6632706","102.200.218.193","2023-01-24 02:53",0.7
"6632707","102.200.218.193","2023-01-24 02:46",0.94
"6632708","102.200.218.193","2023-01-23 12:35",0.75
"6632709","102.200.218.193","2023-01-23 12:28",0.91
"6632710","102.200.218.193","2023-01-23 09:42",0.92
"6632711","102.200.218.193","2023-01-23 06:52",0.94
"6632712","102.200.218.193","2023-01-23 06:44",0.96
"6632713","102.200.218.193","2023-01-23 04:00",0.97
"6632714","102.200.218.193","2023-01-23 03:53",0.72
"6632715","102.200.218.193","2023-01-23 21:10",0.93
"6632716","102.200.218.193","2023-01-23 21:03",0.82
"6632717","102.200.218.193","2023-01-23 18:18",0.96
"6632718","102.200.218.193","2023-01-23 18:11",0.78
"6632719","102.200.218.193","2023-01-23 15:26",0.9
"6632720","102.200.218.193","2023-01-23 15:19",0.83
"6632721","102.200.218.193","2023-01-22 05:03",0.77
"6632722","102.200.218.193","2023-01-22 04:56",1
"6632723","102.200.218.193","2023-01-23 01:08",0.86
"6632724","102.200.218.193","2023-01-23 01:01",0.7
"6632725","102.200.218.193","2023-01-22 22:14",0.97
"6632726","102.200.218.193","2023-01-22 22:07",0.78
"6632727","102.200.218.193","2023-01-22 19:22",0.91
"6632728","102.200.218.193","2023-01-22 19:15",0.78
"6632729","102.200.218.193","2023-01-22 16:32",0.96
"6632730","102.200.218.193","2023-01-22 16:25",0.84
"6632731","102.200.218.193","2023-01-22 13:38",0.89
"6632732","102.200.218.193","2023-01-22 10:47",0.74
"6632733","102.200.218.193","2023-01-22 10:40",0.97
"6632734","102.200.218.193","2023-01-22 07:54",1.74
"6632735","102.200.218.193","2023-01-22 07:47",0.73
"6632736","102.200.218.193","2023-01-21 17:36",0.86
"6632737","102.200.218.193","2023-01-21 17:29",0.78
"6632738","102.200.218.193","2023-01-21 17:08",0.92
"6632739","102.200.218.193","2023-01-21 16:29",0.76
"6632740","102.200.218.193","2023-01-21 15:50",0.94
"6632741","102.200.218.193","2023-01-21 15:11",0.73
"6632742","102.200.218.193","2023-01-21 14:26",1.01
"6632743","102.200.218.193","2023-01-21 13:46",0.95
"6632744","102.200.218.193","2023-01-21 13:07",0.74
"6632745","102.200.218.193","2023-01-21 12:28",1.09
"6632746","102.200.218.193","2023-01-21 11:47",0.76
"6632747","102.200.218.193","2023-01-21 11:29",0.83
"6632748","102.200.218.193","2023-01-21 10:50",1.01
"6632749","102.200.218.193","2023-01-21 10:10",1.02
"6632750","102.200.218.193","2023-01-21 09:30",1.08
"6632751","102.200.218.193","2023-01-22 04:48",0.88
"6632752","102.200.218.193","2023-01-22 04:09",0.88
"6632753","102.200.218.193","2023-01-22 03:30",0.95
"6632754","102.200.218.193","2023-01-22 02:51",0.76
"6632755","102.200.218.193","2023-01-22 02:12",1.11
"6632756","102.200.218.193","2023-01-22 01:54",0.93
"6632757","102.200.218.193","2023-01-22 01:15",0.87
"6632758","102.200.218.193","2023-01-22 00:36",0.9
"6632759","102.200.218.193","2023-01-21 23:57",0.72
"6632760","102.200.218.193","2023-01-21 23:17",0.73
"6632761","102.200.218.193","2023-01-21 22:58",0.87
"6632762","102.200.218.193","2023-01-21 22:19",0.77
"6632763","102.200.218.193","2023-01-21 21:40",0.91
"6632764","102.200.218.193","2023-01-21 21:01",1.07
"6632765","102.200.218.193","2023-01-20 12:28",1.03
"6632766","102.200.218.193","2023-01-20 11:48",1.24
"6632767","102.200.218.193","2023-01-20 11:08",0.99
"6632768","102.200.218.193","2023-01-20 10:29",0.99
"6632769","102.200.218.193","2023-01-21 08:51",0.69
"6632770","102.200.218.193","2023-01-21 08:12",0.98
"6632771","102.200.218.193","2023-01-21 07:33",1.19
"6632772","102.200.218.193","2023-01-21 06:53",0.81
"6632773","102.200.218.193","2023-01-21 06:14",1.05
"6632774","102.200.218.193","2023-01-21 05:58",0.98
"6632775","102.200.218.193","2023-01-21 05:19",0.78
"6632776","102.200.218.193","2023-01-21 04:40",1.33
"6632777","102.200.218.193","2023-01-21 04:00",1.28
"6632778","102.200.218.193","2023-01-21 03:20",0.99
"6632779","102.200.218.193","2023-01-21 02:58",9.46
"6632780","102.200.218.193","2023-01-21 02:18",1.66
"6632781","102.200.218.193","2023-01-21 01:38",0.84
"6632782","102.200.218.193","2023-01-21 00:59",0.78
"6632783","102.200.218.193","2023-01-21 00:20",0.98
"6632784","102.200.218.193","2023-01-21 00:03",0.82
"6632785","102.200.218.193","2023-01-20 23:24",0.93
"6632786","102.200.218.193","2023-01-20 22:45",0.89
"6632787","102.200.218.193","2023-01-20 22:06",0.85
"6632788","102.200.218.193","2023-01-20 21:05",0.82
"6632789","102.200.218.193","2023-01-20 20:26",7.06
"6632790","102.200.218.193","2023-01-20 19:46",0.89
"6632791","102.200.218.193","2023-01-20 19:07",7.01
"6632792","102.200.218.193","2023-01-20 18:20",8.92
"6632793","102.200.218.193","2023-01-20 17:40",1.03
"6632794","102.200.218.193","2023-01-20 17:00",1.06
"6632795","102.200.218.193","2023-01-20 16:20",1.08
"6632796","102.200.218.193","2023-01-20 15:10",1
"6632797","102.200.218.193","2023-01-20 14:31",0.75
"6632798","102.200.218.193","2023-01-20 13:52",1.06
"6632799","102.200.218.193","2023-01-20 13:12",1.15
"6632800","102.200.218.193","2023-01-15 16:16",0.96
"6632801","102.200.218.193","2023-01-15 15:37",0.76
"6632802","102.200.218.193","2023-01-15 14:58",0.97
"6632803","102.200.218.193","2023-01-15 14:19",0.82
"6632804","102.200.218.193","2023-01-15 13:40",1.06
"6632805","102.200.218.193","2023-01-13 18:24",1.51
"6632806","102.200.218.193","2023-01-13 17:44",1.04
"6632807","102.200.218.193","2023-01-13 17:04",1.18
"6632808","102.200.218.193","2023-01-13 16:24",1.07
"6632809","102.200.218.193","2023-01-19 02:41",0.92
"6632810","102.200.218.193","2023-01-19 01:54",1.26
"6632811","102.200.218.193","2023-01-19 01:14",11.1
"6632812","102.200.218.193","2023-01-19 00:34",1.16
"6632813","102.200.218.193","2023-01-18 23:54",1.2
"6632814","102.200.218.193","2023-01-17 10:41",0.93
"6632815","102.200.218.193","2023-01-17 10:02",1.02
"6632816","102.200.218.193","2023-01-17 09:22",1.03
"6632817","102.200.218.193","2023-01-17 08:42",1.01
"6632818","102.200.218.193","2023-01-15 13:19",0.83
"6632819","102.200.218.193","2023-01-15 12:40",1.08
"6632820","102.200.218.193","2023-01-15 12:00",1.06
"6632821","102.200.218.193","2023-01-15 11:20",1.05
"6632822","102.200.218.193","2023-01-15 10:40",1.05
"6632823","102.200.218.193","2023-01-13 15:21",0.89
"6632824","102.200.218.193","2023-01-13 14:42",1.04
"6632825","102.200.218.193","2023-01-13 14:02",0.97
"6632826","102.200.218.193","2023-01-13 13:23",0.78
"6632827","102.200.218.193","2023-01-19 05:28",8.06
"6632828","102.200.218.193","2023-01-19 04:48",0.96
"6632829","102.200.218.193","2023-01-21 14:42",1.18
"6632830","102.200.218.193","2023-01-21 11:52",0.96
"6632831","102.200.218.193","2023-01-21 11:44",0.95
"6632832","102.200.218.193","2023-01-21 08:59",0.81
"6632833","102.200.218.193","2023-01-21 08:52",0.89
"6632834","102.200.218.193","2023-01-22 02:05",1.38
"6632835","102.200.218.193","2023-01-21 23:20",1.06
"6632836","102.200.218.193","2023-01-21 23:13",0.73
"6632837","102.200.218.193","2023-01-21 20:27",0.73
"6632838","102.200.218.193","2023-01-21 20:20",0.99
"6632839","102.200.218.193","2023-01-20 10:08",0.93
"6632840","102.200.218.193","2023-01-21 06:10",1.05
"6632841","102.200.218.193","2023-01-21 06:02",0.96
"6632842","102.200.218.193","2023-01-21 03:17",0.75
"6632843","102.200.218.193","2023-01-21 03:10",0.97
"6632844","102.200.218.193","2023-01-21 00:19",0.73
"6632845","102.200.218.193","2023-01-20 21:33",0.7
"6632846","102.200.218.193","2023-01-20 21:26",0.93
"6632847","102.200.218.193","2023-01-20 18:41",6.88
"6632848","102.200.218.193","2023-01-20 15:45",0.92
"6632849","102.200.218.193","2023-01-20 12:57",0.81
"6632850","102.200.218.193","2023-01-15 13:35",0.78
"6632851","102.200.218.193","2023-01-15 13:27",0.75
"6632852","102.200.218.193","2023-01-13 16:01",0.83
"6632853","102.200.218.193","2023-01-18 23:53",6.79
"6632854","102.200.218.193","2023-01-17 08:12",1.18
"6632855","102.200.218.193","2023-01-17 08:04",1.15
"6632856","102.200.218.193","2023-01-15 10:35",0.91
"6632857","102.200.218.193","2023-01-13 13:07",0.98
"6632858","102.200.218.193","2023-01-19 02:56",0.9
"6632859","102.200.218.193","2023-01-19 02:49",0.82
"6632860","102.200.218.193","2023-01-17 05:21",9.13
"6632861","102.200.218.193","2023-01-17 05:14",9.05
"6632862","102.200.218.193","2023-01-15 07:47",1.05
"6632863","102.200.218.193","2023-01-13 10:17",0.78
"6632864","102.200.218.193","2023-01-18 21:03",0.75
"6632865","102.200.218.193","2023-01-17 02:29",1.06
"6632866","102.200.218.193","2023-01-15 04:54",1.03
"6632867","102.200.218.193","2023-01-13 07:29",0.83
"6632868","102.200.218.193","2023-01-13 07:22",0.96
"6632869","102.200.218.193","2023-01-18 18:16",1.1
"6632870","102.200.218.193","2023-01-16 23:35",0.77
"6632871","102.200.218.193","2023-01-15 02:03",0.74
"6632872","102.200.218.193","2023-01-13 04:36",8.41
"6632873","102.200.218.193","2023-01-18 15:28",1.01
"6632874","102.200.218.193","2023-01-18 15:21",0.86
"6632875","102.200.218.193","2023-01-16 20:45",10.23
"6632876","102.200.218.193","2023-01-14 23:12",0.98
"6632877","102.200.218.193","2023-01-13 01:48",99.03
"6632878","102.200.218.193","2023-01-13 01:41",7.24
"6632879","102.200.218.193","2023-01-18 12:35",0.86
"6632880","102.200.218.193","2023-01-16 17:57",0.81
"6632881","102.200.218.193","2023-01-14 20:22",0.96
"6632882","102.200.218.193","2023-01-20 07:19",0.87
"6632883","102.200.218.193","2023-01-20 07:12",1.01
"6632884","102.200.218.193","2023-01-18 09:45",0.97
"6632885","102.200.218.193","2023-01-18 09:38",0.94
"6632886","102.200.218.193","2023-01-16 15:10",1.63
"6632887","102.200.218.193","2023-01-14 17:30",1.03
"6632888","102.200.218.193","2023-01-20 04:25",0.84
"6632889","102.200.218.193","2023-01-18 06:54",1.06
"6632890","102.200.218.193","2023-01-16 12:14",0.99
"6632891","102.200.218.193","2023-01-14 14:39",0.86
"6632892","102.200.218.193","2023-01-19 22:43",6.78
"6632893","102.200.218.193","2023-01-18 03:58",0.89
"6632894","102.200.218.193","2023-01-16 09:28",0.93
"6632895","102.200.218.193","2023-01-14 11:47",0.82
"6632896","102.200.218.193","2023-01-20 01:35",1.13
"6632897","102.200.218.193","2023-01-16 06:37",0.78
"6632898","102.200.218.193","2023-01-14 08:56",0.98
"6632899","102.200.218.193","2023-01-19 19:54",7.18
"6632900","102.200.218.193","2023-01-17 22:26",0.96
"6632901","102.200.218.193","2023-01-17 22:18",0.91
"6632902","102.200.218.193","2023-01-16 03:42",0.96
"6632903","102.200.218.193","2023-01-14 06:11",1.03
"6632904","102.200.218.193","2023-01-19 17:03",1.3
"6632905","102.200.218.193","2023-01-17 19:33",0.82
"6632906","102.200.218.193","2023-01-17 19:25",6.97
"6632907","102.200.218.193","2023-01-16 00:52",0.99
"6632908","102.200.218.193","2023-01-14 03:17",7.29
"6632909","102.200.218.193","2023-01-19 11:26",0.93
"6632910","102.200.218.193","2023-01-17 16:40",1.19
"6632911","102.200.218.193","2023-01-15 22:00",1.08
"6632912","102.200.218.193","2023-01-14 00:32",0.88
"6632913","102.200.218.193","2023-01-14 00:25",0.75
"6632914","102.200.218.193","2023-01-19 14:16",1.02
"6632915","102.200.218.193","2023-01-17 13:46",1.11
"6632916","102.200.218.193","2023-01-15 19:11",0.74
"6632917","102.200.218.193","2023-01-13 21:36",1.07
"6632918","102.200.218.193","2023-01-19 08:34",1.02
"6632919","102.200.218.193","2023-01-17 10:56",1.03
"6632920","102.200.218.193","2023-01-15 16:20",1
"6632921","102.200.218.193","2023-01-13 18:51",0.77
"6632922","102.200.218.193","2023-01-19 04:09",0.87
"6632923","102.200.218.193","2023-01-19 03:30",1.16
"6632924","102.200.218.193","2023-01-19 02:48",1
"6632925","102.200.218.193","2023-01-17 07:46",2.18
"6632926","102.200.218.193","2023-01-17 07:06",1
"6632927","102.200.218.193","2023-01-17 06:27",0.92
"6632928","102.200.218.193","2023-01-17 05:48",7.38
"6632929","102.200.218.193","2023-01-15 10:01",0.73
"6632930","102.200.218.193","2023-01-15 09:22",0.98
"6632931","102.200.218.193","2023-01-15 08:43",0.7
"6632932","102.200.218.193","2023-01-15 08:04",1.22
"6632933","102.200.218.193","2023-01-13 12:39",0.86
"6632934","102.200.218.193","2023-01-13 12:00",1.18
"6632935","102.200.218.193","2023-01-13 11:20",1.11
"6632936","102.200.218.193","2023-01-13 10:40",1.16
"6632937","102.200.218.193","2023-01-18 23:49",7.3
"6632938","102.200.218.193","2023-01-18 23:09",2.03
"6632939","102.200.218.193","2023-01-18 22:29",6.92
"6632940","102.200.218.193","2023-01-18 21:49",0.73
"6632941","102.200.218.193","2023-01-18 21:10",1.03
"6632942","102.200.218.193","2023-01-17 04:46",0.98
"6632943","102.200.218.193","2023-01-17 04:07",0.82
"6632944","102.200.218.193","2023-01-17 03:28",1.79
"6632945","102.200.218.193","2023-01-17 02:48",1.14
"6632946","102.200.218.193","2023-01-15 07:40",0.98
"6632947","102.200.218.193","2023-01-15 07:01",0.75
"6632948","102.200.218.193","2023-01-15 06:22",0.94
"6632949","102.200.218.193","2023-01-15 05:43",0.72
"6632950","102.200.218.193","2023-01-15 05:04",1.03
"6632951","102.200.218.193","2023-01-13 10:00",1.78
"6632952","102.200.218.193","2023-01-13 09:20",1.04
"6632953","102.200.218.193","2023-01-13 08:40",1.1
"6632954","102.200.218.193","2023-01-13 08:00",1.06
"6632955","102.200.218.193","2023-01-18 20:30",1.09
"6632956","102.200.218.193","2023-01-18 19:50",1.26
"6632957","102.200.218.193","2023-01-18 19:10",8.45
"6632958","102.200.218.193","2023-01-18 18:30",7.11
"6632959","102.200.218.193","2023-01-17 02:06",9.93
"6632960","102.200.218.193","2023-01-17 01:26",1.24
"6632961","102.200.218.193","2023-01-17 00:46",0.94
"6632962","102.200.218.193","2023-01-17 00:07",7.2
"6632963","102.200.218.193","2023-01-15 04:47",0.77
"6632964","102.200.218.193","2023-01-15 04:08",0.98
"6632965","102.200.218.193","2023-01-15 03:29",0.8
"6632966","102.200.218.193","2023-01-15 02:50",1.05
"6632967","102.200.218.193","2023-01-15 02:10",1.01
"6632968","102.200.218.193","2023-01-13 06:51",7.73
"6632969","102.200.218.193","2023-01-13 06:11",3.17
"6632970","102.200.218.193","2023-01-13 05:31",0.91
"6632971","102.200.218.193","2023-01-13 04:52",4.67
"6632972","102.200.218.193","2023-01-18 17:59",3.46
"6632973","102.200.218.193","2023-01-18 17:19",0.89
"6632974","102.200.218.193","2023-01-18 16:40",1.04
"6632975","102.200.218.193","2023-01-18 16:00",1.21
"6632976","102.200.218.193","2023-01-16 23:18",5.51
"6632977","102.200.218.193","2023-01-16 22:38",7.07
"6632978","102.200.218.193","2023-01-16 21:58",13.1
"6632979","102.200.218.193","2023-01-16 21:18",1.13
"6632980","102.200.218.193","2023-01-15 02:00",1.02
"6632981","102.200.218.193","2023-01-15 01:20",0.99
"6632982","102.200.218.193","2023-01-15 00:41",0.73
"6632983","102.200.218.193","2023-01-15 00:02",0.94
"6632984","102.200.218.193","2023-01-14 23:23",0.95
"6632985","102.200.218.193","2023-01-13 04:12",6.59
"6632986","102.200.218.193","2023-01-13 03:32",1.11
"6632987","102.200.218.193","2023-01-13 02:52",1.22
"6632988","102.200.218.193","2023-01-13 02:12",13.78
"6632989","102.200.218.193","2023-01-18 14:55",0.97
"6632990","102.200.218.193","2023-01-18 14:16",1.03
"6632991","102.200.218.193","2023-01-18 13:36",1.13
"6632992","102.200.218.193","2023-01-18 12:56",0.92
"6632993","102.200.218.193","2023-01-16 20:40",7.21
"6632994","102.200.218.193","2023-01-16 20:00",7.62
"6632995","102.200.218.193","2023-01-16 19:20",1.01
"6632996","102.200.218.193","2023-01-16 18:40",1.35
"6632997","102.200.218.193","2023-01-16 18:00",1.02
"6632998","102.200.218.193","2023-01-14 22:34",1
"6632999","102.200.218.193","2023-01-14 21:55",1.01
"6633000","102.200.218.193","2023-01-14 21:15",0.78
"6633001","102.200.218.193","2023-01-14 20:36",0.96
"6633002","102.200.218.193","2023-01-20 09:46",0.95
"6633003","102.200.218.193","2023-01-20 09:07",0.79
"6633004","102.200.218.193","2023-01-20 08:28",1.01
"6633005","102.200.218.193","2023-01-20 07:48",2.67
"6633006","102.200.218.193","2023-01-18 12:13",0.78
"6633007","102.200.218.193","2023-01-18 11:34",1.43
"6633008","102.200.218.193","2023-01-18 10:54",1.04
"6633009","102.200.218.193","2023-01-18 10:14",1.11
"6633010","102.200.218.193","2023-01-16 17:31",0.79
"6633011","102.200.218.193","2023-01-16 16:52",1.01
"6633012","102.200.218.193","2023-01-16 16:12",2.53
"6633013","102.200.218.193","2023-01-13 01:40",6.97
"6633014","102.200.218.193","2023-01-13 01:39",6.49
"6633015","102.200.218.193","2023-01-13 01:37",0.83
"6633016","102.200.218.193","2023-01-13 01:36",1.11
"6633017","102.200.218.193","2023-01-13 01:35",2.71
"6633018","102.200.218.193","2023-01-13 01:34",4.41
"6633019","102.200.218.193","2023-01-13 01:33",4.67
"6633020","102.200.218.193","2023-01-13 01:32",3.4
"6633021","102.200.218.193","2023-01-13 01:31",0.71
"6633022","102.200.218.193","2023-01-13 01:30",1.24
"6633023","102.200.218.193","2023-01-13 01:29",0.73
"6633024","102.200.218.193","2023-01-13 01:28",0.88
"6633025","102.200.218.193","2023-01-13 01:27",1.04
"6633026","102.200.218.193","2023-01-13 01:26",1.07
"6633027","102.200.218.193","2023-01-13 01:25",2.08
"6633028","102.200.218.193","2023-01-13 01:24",36.05
"6633029","102.200.218.193","2023-01-13 01:23",35.57
"6633030","102.200.218.193","2023-01-13 01:22",36.25
"6633031","102.200.218.193","2023-01-13 01:21",27.77
"6633032","102.200.218.193","2023-01-13 01:19",44.95
"6633033","102.200.218.193","2023-01-13 01:18",30.76
"6633034","102.200.218.193","2023-01-13 01:17",29.76
"6633035","102.200.218.193","2023-01-13 01:16",33.53
"6633036","102.200.218.193","2023-01-13 01:15",61.01
"6633037","102.200.218.193","2023-01-13 01:14",41.38
"6633038","102.200.218.193","2023-01-13 01:13",50.58
"6633039","102.200.218.193","2023-01-13 01:12",50.47
"6633040","102.200.218.193","2023-01-13 01:11",50.48
"6633041","102.200.218.193","2023-01-13 01:10",50.54
"6633042","102.200.218.193","2023-01-13 01:09",0.74
"6633043","102.200.218.193","2023-01-13 01:08",0.83
"6633044","102.200.218.193","2023-01-13 01:07",0.75
"6633045","102.200.218.193","2023-01-13 01:06",1.14
"6633046","102.200.218.193","2023-01-13 01:05",0.88
"6633047","102.200.218.193","2023-01-13 01:04",0.97
"6633048","102.200.218.193","2023-01-13 01:03",0.8
"6633049","102.200.218.193","2023-01-13 01:02",0.96
"6633050","102.200.218.193","2023-01-13 01:00",1.06
"6633051","102.200.218.193","2023-01-13 00:59",0.73
"6633052","102.200.218.193","2023-01-13 00:58",1.06
"6633053","102.200.218.193","2023-01-13 00:57",0.96
"6633054","102.200.218.193","2023-01-13 00:56",0.91
"6633055","102.200.218.193","2023-01-13 00:55",6.29
"6633056","102.200.218.193","2023-01-13 00:54",11.08
"6633057","102.200.218.193","2023-01-13 00:53",8.59
"6633058","102.200.218.193","2023-01-13 00:52",7.24
"6633059","102.200.218.193","2023-01-13 00:51",7.21
"6633060","102.200.218.193","2023-01-13 00:50",7.27
"6633061","102.200.218.193","2023-01-13 00:49",7.09
"6633062","102.200.218.193","2023-01-13 00:48",7.11
"6633063","102.200.218.193","2023-01-13 00:47",7.1
"6633064","102.200.218.193","2023-01-13 00:46",7.16
"6633065","102.200.218.193","2023-01-13 00:45",2.61
"6633066","102.200.218.193","2023-01-13 00:44",6.45
"6633067","102.200.218.193","2023-01-13 00:43",10.93
"6633068","102.200.218.193","2023-01-13 00:42",71.8
"6633069","102.200.218.193","2023-01-13 00:41",3.73
"6633070","102.200.218.193","2023-01-13 00:39",8.96
"6633071","102.200.218.193","2023-01-13 00:38",10.37
"6633072","102.200.218.193","2023-01-13 00:37",5.48
"6633073","102.200.218.193","2023-01-13 00:36",8.17
"6633074","102.200.218.193","2023-01-13 00:35",8.06
"6633075","102.200.218.193","2023-01-13 00:34",8.59
"6633076","102.200.218.193","2023-01-13 00:33",7.9
"6633077","102.200.218.193","2023-01-13 00:32",6.83
"6633078","102.200.218.193","2023-01-13 00:31",0.87
"6633079","102.200.218.193","2023-01-13 00:30",1.09
"6633080","102.200.218.193","2023-01-13 00:29",0.93
"6633081","102.200.218.193","2023-01-13 00:28",1.04
"6633082","102.200.218.193","2023-01-13 00:27",0.92
"6633083","102.200.218.193","2023-01-13 00:26",1.14
"6633084","102.200.218.193","2023-01-13 00:25",1.01
"6633085","102.200.218.193","2023-01-13 00:23",1.01
"6633086","102.200.218.193","2023-01-13 00:22",6.88
"6633087","102.200.218.193","2023-01-13 00:21",7.09
"6633088","102.200.218.193","2023-01-13 00:20",7.3
"6633089","102.200.218.193","2023-01-13 00:19",7.3
"6633090","102.200.218.193","2023-01-13 00:18",7.11
"6633091","102.200.218.193","2023-01-13 00:17",7.3
"6633092","102.200.218.193","2023-01-13 00:16",7.37
"6633093","102.200.218.193","2023-01-13 00:15",7.6
"6633094","102.200.218.193","2023-01-13 00:14",7.75
"6633095","102.200.218.193","2023-01-13 00:13",7.45
"6633096","102.200.218.193","2023-01-13 00:12",7.32
"6633097","102.200.218.193","2023-01-13 00:11",7.2
"6633098","102.200.218.193","2023-01-13 00:10",7.52
"6633099","102.200.218.193","2023-01-13 00:09",7.39
"6633100","102.200.218.193","2023-01-13 00:08",7.26
"6633101","102.200.218.193","2023-01-13 00:07",7.36
"6633102","102.200.218.193","2023-01-13 00:06",7.76
"6633103","102.200.218.193","2023-01-13 00:05",7.95
"6633104","102.200.218.193","2023-01-13 00:04",7.45
"6633105","102.200.218.193","2023-01-13 00:03",7.5
"6633106","102.200.218.193","2023-01-13 00:02",7.67
"6633107","102.200.218.193","2023-01-13 00:01",7.35
"6633108","102.200.218.193","2023-01-12 23:59",26.46
"6633109","102.200.218.193","2023-01-12 23:58",38.34
"6633110","102.200.218.193","2023-01-12 23:57",39.51
"6633111","102.200.218.193","2023-01-12 23:56",40.14
"6633112","102.200.218.193","2023-01-12 23:55",28.49
"6633113","102.200.218.193","2023-01-12 23:54",11.32
"6633114","102.200.218.193","2023-01-12 23:53",0.73
"6633115","102.200.218.193","2023-01-12 23:52",1
"6633116","102.200.218.193","2023-01-12 23:51",0.91
"6633117","102.200.218.193","2023-01-12 23:50",1.07
"6633118","102.200.218.193","2023-01-12 23:49",1.11
"6633119","102.200.218.193","2023-01-12 23:48",0.9
"6633120","102.200.218.193","2023-01-12 23:47",0.72
"6633121","102.200.218.193","2023-01-12 23:45",0.75
"6633122","102.200.218.193","2023-01-12 23:44",0.96
"6633123","102.200.218.193","2023-01-12 23:43",0.74
"6633124","102.200.218.193","2023-01-12 23:42",0.97
